Time,user_id
12-14-16 14:23:13,4
12-14-16 14:02:27,4
12-14-16 14:02:35,4
12-14-16 15:00:46,4
12-14-16 14:02:50,4
12-14-16 14:08:27,159
12-14-16 14:08:55,159
12-14-16 14:12:31,159
12-14-16 14:12:31,159
12-14-16 14:29:56,159
12-14-16 14:07:31,159
12-14-16 14:12:53,159
12-14-16 14:21:12,159
12-14-16 14:29:56,159
12-14-16 14:07:33,159
12-14-16 14:07:34,159
12-14-16 14:10:01,159
12-14-16 14:10:01,159
12-14-16 14:11:04,159
12-14-16 14:12:31,159
12-14-16 14:13:09,159
12-14-16 14:20:58,159
12-14-16 14:09:44,159
12-14-16 14:11:04,159
12-14-16 14:12:31,159
12-14-16 14:13:09,159
12-14-16 14:20:58,159
12-14-16 14:06:54,159
12-14-16 14:08:17,159
12-14-16 14:09:21,159
12-14-16 14:10:32,159
12-14-16 14:10:32,159
12-14-16 14:11:04,159
12-14-16 14:21:12,159
12-14-16 14:21:12,159
12-14-16 14:29:56,159
12-14-16 14:29:56,159
12-14-16 14:07:51,159
12-14-16 14:09:45,159
12-14-16 13:12:24,210
12-14-16 13:12:11,210
12-14-16 13:12:22,210
12-14-16 13:12:10,210
12-14-16 14:14:50,211
12-14-16 13:47:31,211
12-14-16 13:59:56,211
12-14-16 14:02:10,211
12-14-16 14:02:10,211
12-14-16 14:06:38,211
12-14-16 14:12:31,211
12-14-16 14:13:20,211
12-14-16 14:13:27,211
12-14-16 14:13:48,211
12-14-16 14:16:27,211
12-14-16 14:40:15,211
12-14-16 14:42:48,211
12-14-16 14:52:09,211
12-14-16 13:10:42,211
12-14-16 13:47:23,211
12-14-16 13:47:44,211
12-14-16 13:47:43,211
12-14-16 13:47:43,211
12-14-16 13:53:25,211
12-14-16 13:55:49,211
12-14-16 13:56:51,211
12-14-16 14:05:51,211
12-14-16 14:06:13,211
12-14-16 14:06:01,211
12-14-16 14:06:38,211
12-14-16 14:11:06,211
12-14-16 14:12:36,211
12-14-16 14:12:40,211
12-14-16 14:13:27,211
12-14-16 14:39:16,211
12-14-16 13:11:59,211
12-14-16 13:22:46,211
12-14-16 13:23:10,211
12-14-16 13:23:10,211
12-14-16 13:23:22,211
12-14-16 13:24:02,211
12-14-16 13:24:02,211
12-14-16 13:55:58,211
12-14-16 13:56:51,211
12-14-16 14:00:59,211
12-14-16 14:00:54,211
12-14-16 14:03:54,211
12-14-16 14:04:24,211
12-14-16 14:05:18,211
12-14-16 14:06:21,211
12-14-16 14:07:52,211
12-14-16 14:11:06,211
12-14-16 13:10:41,211
12-14-16 14:12:36,211
12-14-16 13:55:58,211
12-14-16 14:14:54,211
12-14-16 14:39:56,211
12-14-16 14:47:47,211
12-14-16 14:59:45,211
12-14-16 13:12:01,211
12-14-16 13:23:03,211
12-14-16 13:23:03,211
12-14-16 13:24:35,211
12-14-16 13:28:48,211
12-14-16 13:47:31,211
12-14-16 13:47:42,211
12-14-16 13:47:44,211
12-14-16 13:52:50,211
12-14-16 13:53:25,211
12-14-16 14:00:59,211
12-14-16 14:04:26,211
12-14-16 14:06:01,211
12-14-16 14:07:35,211
12-14-16 14:07:52,211
12-14-16 14:12:06,211
12-14-16 14:12:11,211
12-14-16 14:12:31,211
12-14-16 14:13:48,211
12-14-16 14:15:14,211
12-14-16 14:15:14,211
12-14-16 14:16:32,211
12-14-16 14:39:56,211
12-14-16 14:55:54,211
12-14-16 13:10:42,211
12-14-16 13:10:43,211
12-14-16 13:22:54,211
12-14-16 13:23:22,211
12-14-16 13:34:45,211
12-14-16 13:51:15,211
12-14-16 14:01:33,211
12-14-16 14:06:13,211
12-14-16 14:06:21,211
12-14-16 14:10:55,211
12-14-16 14:12:11,211
12-14-16 14:12:40,211
12-14-16 14:13:24,211
12-14-16 14:14:54,211
12-14-16 14:15:09,211
12-14-16 14:15:09,211
12-14-16 14:40:15,211
12-14-16 14:52:27,211
12-14-16 13:28:23,211
12-14-16 13:28:48,211
12-14-16 14:12:06,211
12-14-16 13:11:30,212
12-14-16 14:53:55,213
12-14-16 13:11:04,213
12-14-16 13:39:36,213
12-14-16 14:13:25,213
12-14-16 14:16:26,213
12-14-16 14:49:21,213
12-14-16 14:49:25,213
12-14-16 13:11:01,213
12-14-16 13:11:02,213
12-14-16 13:11:05,213
12-14-16 13:11:03,213
12-14-16 13:39:36,213
12-14-16 14:46:41,213
12-14-16 14:56:38,213
12-14-16 13:11:05,213
12-14-16 13:16:24,213
12-14-16 14:13:25,213
12-14-16 14:43:09,213
12-14-16 13:28:22,213
12-14-16 13:28:22,213
12-14-16 13:30:41,213
12-14-16 13:39:34,213
12-14-16 13:52:58,213
12-14-16 14:49:25,213
12-14-16 14:53:30,213
12-14-16 13:30:39,213
12-14-16 14:13:27,213
